,0
3782,EXW3.DU
3783,EXW3.F
3784,EXW3.HM
3785,EXW3.MU
3786,EXXT.BE
3787,EXXT.DE
3788,EXXT.DU
3789,EXXT.F
3790,EXXT.HM
3791,EXXT.MU
3792,EXXU.BE
3793,EXXU.DE
3794,EXXU.DU
3795,EXXU.F
3796,EXXU.HM
3797,EXXU.MU
3798,EXXV.BE
3799,EXXV.DE
3800,EXXV.DU
3801,EXXV.F
3802,EXXV.HM
3803,EXXV.MU
3804,EXXW.BE
3805,EXXW.DE
3806,EXXW.DU
3807,EXXW.F
3808,EXXW.HM
3809,EXXW.MU
3810,EXXX.BE
3811,EXXX.DE
3812,EXXX.DU
3813,EXXX.F
3814,EXXX.HM
3815,EXXX.MU
3816,EXXY.AS
3817,EXXY.BE
3818,EXXY.DE
3819,EXXY.DU
3820,EXXY.F
3821,EXXY.HM
3822,EXXY.MI
3823,EXXY.MU
3824,EYLD
3825,EYLD.MI
3826,EYLD.SW
3827,EZA
3828,EZA.MX
3829,EZJ
3830,EZM
3831,EZNC.MI
3832,EZO.F
3833,EZO.MU
3834,EZT4.BE
3835,EZT4.DU
3836,EZT4.HM
3837,EZT4.MU
3838,EZT6.BE
3839,EZT6.DU
3840,EZT6.HA
3841,EZT6.HM
3842,EZT6.MU
3843,EZT9.BE
3844,EZT9.DU
3845,EZT9.HM
3846,EZT9.MU
3847,EZTC.BE
3848,EZTC.DU
3849,EZTC.F
3850,EZTC.HA
3851,EZTC.HM
3852,EZTC.MU
3853,EZTG.BE
3854,EZTG.DU
3855,EZTG.F
3856,EZTG.HA
3857,EZTG.HM
3858,EZTG.MU
3859,EZTI.MU
3860,EZTJ.BE
3861,EZTJ.DU
3862,EZTJ.F
3863,EZTJ.HA
3864,EZTJ.HM
3865,EZTJ.MU
3866,EZTQ.BE
3867,EZTQ.DU
3868,EZTQ.F
3869,EZTQ.HA
3870,EZTQ.HM
3871,EZTQ.MU
3872,EZTR.BE
3873,EZTR.DU
3874,EZTR.F
3875,EZTR.MU
3876,EZTT.BE
3877,EZTT.DU
3878,EZTT.F
3879,EZTT.MU
3880,EZTU.DU
3881,EZU
3882,EZU.MX
3883,F395.F
3884,F3L1.DU
3885,F3L1.MU
3886,F3L2.BE
3887,F3L2.DU
3888,F4F0.BE
3889,F4FD.BE
3890,F703.DE
3891,F7H1.DU
3892,F7H3.BE
3893,F7H4.BE
3894,F7H4.DU
3895,F7H4.HM
3896,F7H4.MU
3897,F7H7.MU
3898,F7HC.DU
3899,F7HC.HM
3900,F7HC.MU
3901,F7HD.BE
3902,F7HD.HM
3903,F7HE.DU
3904,F7HF.MU
3905,F7HH.F
3906,F7R5.BE
3907,F7R5.DU
3908,F7R5.HM
3909,F7R5.MU
3910,F7R7.MU
3911,F7R9.BE
3912,F7RC.BE
3913,F7RC.DU
3914,F7RC.F
3915,F7RC.MU
3916,F7RD.BE
3917,F7RD.DU
3918,F7RD.HM
3919,F7RF.BE
3920,F7RF.MU
3921,F7RK.BE
3922,F7RK.MU
3923,F7RT.BE
3924,F7RT.DU
3925,F7RT.F
3926,F7RT.MU
3927,F7RU.BE
3928,F7RU.DU
3929,F7RU.HM
3930,F7RU.MU
3931,F7RX.F
3932,F7RX.HM
3933,F7RX.MU
3934,FAA
3935,FAAR
3936,FAB
3937,FAD
3938,FAEU.BE
3939,FAEU.DE
3940,FAEU.F
3941,FAEU.MI
3942,FAEU.MU
3943,FAEU.SW
3944,FAF3.F
3945,FAFA.MU
3946,FAGB.L
3947,FAGR.L
3948,FAHY.BE
3949,FAHY.DE
3950,FAHY.DU
3951,FAHY.F
3952,FAHY.L
3953,FAHY.MU
3954,FAIG.L
3955,FALN
3956,FAN
3957,FAO-U.TO
3958,FAS
3959,FAUG
3960,FAZ
3961,FBCG
3962,FBCV
3963,FBGX
3964,FBND
3965,FBRT.L
3966,FBT
3967,FBTU.L
3968,FBU.TO
3969,FBZ
3970,FCA
3971,FCAL
3972,FCBR.L
3973,FCCB.TO
3974,FCCD.TO
3975,FCCL.TO
3976,FCCM.TO
3977,FCCQ.TO
3978,FCCV.TO
3979,FCD
3980,FCEF
3981,FCG
3982,FCGB.TO
3983,FCGI.TO
3984,FCGL
3985,FCGS
3986,FCHH.TO
3987,FCHY.TO
3988,FCID.TO
3989,FCIG.TO
3990,FCIL.TO
3991,FCIM.TO
3992,FCIQ.TO
3993,FCIV.TO
3994,FCLH.TO
3995,FCMH.TO
3996,FCMI.TO
3997,FCMO.TO
3998,FCOM
3999,FCOR
4000,FCPI
4001,FCQ
4002,FCQH.TO
4003,FCRH.TO
4004,FCRR.TO
4005,FCRU.L
4006,FCRU.MI
4007,FCSB.TO
4008,FCSW.NE
4009,FCTR
4010,FCUD.TO
4011,FCUH.TO
4012,FCUL.TO
4013,FCUQ.TO
4014,FCUV.TO
4015,FCV
4016,FCVH.TO
4017,FCVT
4018,FDD
4019,FDD.MX
4020,FDEM
4021,FDEV
4022,FDG
4023,FDHY
4024,FDIS
4025,FDIV
4026,FDL
4027,FDLO
4028,FDM
4029,FDMO
4030,FDN
4031,FDNE.AS
4032,FDNI
4033,FDNI.MX
4034,FDNU.L
4035,FDRR
4036,FDT
4037,FDTS
4038,FDV
4039,FDVV
4040,FEBB-F.TO
4041,FEDG.L
4042,FEDX
4043,FEEM.DE
4044,FEEM.F
4045,FEEM.MU
4046,FEM
4047,FEMB
4048,FEMD.L
4049,FEME.L
4050,FEMI.L
4051,FEMQ.L
4052,FEMR.L
4053,FEMS
4054,FEMU.L
4055,FENY
4056,FEP
4057,FEPX.F
4058,FEQD.L
4059,FEQP.L
4060,FEUD.L
4061,FEUI.BE
4062,FEUI.DE
4063,FEUI.F
4064,FEUI.L
4065,FEUI.MU
4066,FEUL
4067,FEUQ.DE
4068,FEUQ.DU
4069,FEUQ.F
4070,FEUR.DE
4071,FEUR.DU
4072,FEUR.F
4073,FEUR.L
4074,FEUZ
4075,FEUZ.AS
4076,FEUZ.L
4077,FEUZ.MI
4078,FEVR
4079,FEX
4080,FEXD.L
4081,FEXU.L
4082,FEZ
4083,FEZ.MX
4084,FF94.DU
4085,FF94.HA
4086,FF94.HM
4087,FF94.MU
4088,FFEB
4089,FFEU
4090,FFHG
4091,FFIU
4092,FFL
4093,FFR
4094,FFSG
4095,FFTG
4096,FFTI
4097,FFTY
4098,FGBL.L
4099,FGBL.PA
4100,FGD
4101,FGEQ.BE
4102,FGEQ.DE
4103,FGEQ.DU
4104,FGEQ.F
4105,FGEU.BE
4106,FGEU.DE
4107,FGEU.DU
4108,FGEU.F
4109,FGGE.TO
4110,FGKA.BE
4111,FGKA.DU
4112,FGKA.MU
4113,FGKB.BE
4114,FGKB.DU
4115,FGKB.HM
4116,FGKB.MU
4117,FGKH.BE
4118,FGKH.DU
4119,FGKH.F
4120,FGKH.MU
4121,FGLR.DE
4122,FGLR.DU
4123,FGLR.F
4124,FGLR.L
4125,FGLS.L
4126,FGM
4127,FGMD.BE
4128,FGMD.DU
4129,FGMD.F
4130,FGMD.HA
4131,FGMD.HM
4132,FGMD.MU
4133,FGME.HM
4134,FGME.MU
4135,FGMF.BE
4136,FGMF.DU
4137,FGMF.F
4138,FGMF.HA
4139,FGMF.HM
4140,FGMF.MU
4141,FGMG.BE
4142,FGMG.DU
4143,FGMG.F
4144,FGMG.HA
4145,FGMG.HM
4146,FGMG.MU
4147,FGMH.BE
4148,FGMH.MU
4149,FGMI.BE
4150,FGMI.MU
4151,FGMJ.BE
4152,FGMJ.DU
4153,FGMJ.F
4154,FGMJ.HA
4155,FGMJ.HM
4156,FGMJ.MU
4157,FGMK.BE
4158,FGMK.DU
4159,FGMK.F
4160,FGMK.HA
4161,FGMK.HM
4162,FGMK.MU
4163,FGMM.BE
4164,FGMM.DU
4165,FGMM.F
4166,FGMM.HA
4167,FGMM.HM
4168,FGMM.MU
4169,FGMN.HM
4170,FGMU.HM
4171,FGMY.BE
4172,FGMY.DU
4173,FGMY.F
4174,FGMY.HA
4175,FGMY.HM
4176,FGMY.MU
4177,FGMZ.BE
4178,FGMZ.DU
4179,FGMZ.F
4180,FGMZ.HM
4181,FGMZ.MU
4182,FGO-U.TO
4183,FGOB.F
4184,FGOB.HM
4185,FGOB.MU
4186,FGOV.L
4187,FGQC.SW
4188,FGQD-USD.SW
4189,FGQD.L
4190,FGQD.SW
4191,FGQF.BE
4192,FGQF.DU
4193,FGQF.F
4194,FGQF.HA
4195,FGQF.HM
4196,FGQF.MU
4197,FGQI.L
4198,FGQK.BE
4199,FGQK.DU
4200,FGQK.F
4201,FGQK.HM
4202,FGQK.MU
4203,FGQP.L
4204,FGUC.BE
4205,FGUC.DU
4206,FGUC.F
4207,FGUC.HM
4208,FGUD.BE
4209,FGUD.F
4210,FGUD.HM
4211,FGUE.F
4212,FGUH.BE
4213,FGUH.DU
4214,FGUH.F
4215,FGUH.MU
4216,FGUI.DU
4217,FGUI.F
4218,FGUK.F
4219,FGUM.BE
4220,FGUM.HM
4221,FGUM.MU
4222,FGUN.BE
4223,FGUN.DU
4224,FGUN.F
4225,FGUN.HM
4226,FGUN.MU
4227,FGUP.BE
4228,FGUP.DU
4229,FGUP.F
4230,FGUP.HM
4231,FGUP.MU
4232,FGUQ.BE
4233,FGUQ.DU
4234,FGUQ.F
4235,FGUQ.HM
4236,FGUQ.MU
4237,FGUR.BE
4238,FGUR.DU
4239,FGUR.F
4240,FGUR.HM
4241,FGUR.MU
4242,FGUS.BE
4243,FGUS.MU
4244,FGUU.BE
4245,FGUU.HM
4246,FGUU.MU
4247,FGUV.BE
4248,FGUV.DU
4249,FGUV.F
4250,FGUV.HM
4251,FGUV.MU
4252,FGV1.HM
4253,FGV1.MU
4254,FGV2.DU
4255,FGV2.HM
4256,FGV8.BE
4257,FGV8.DU
4258,FGV8.MU
4259,FGV9.HM
4260,FGVA.BE
4261,FGVA.MU
4262,FGVB.F
4263,FGVB.MU
4264,FGVC.BE
4265,FGVC.F
4266,FGVC.MU
4267,FGVD.BE
4268,FGVD.MU
4269,FGVH.F
4270,FGVH.HA
4271,FGVH.MU
4272,FGVI.BE
4273,FGVI.DU
4274,FGVI.HA
4275,FGVI.HM
4276,FGVI.MU
4277,FGVM.BE
4278,FGVM.DU
4279,FGVM.F
4280,FGVM.HA
4281,FGVM.HM
4282,FGVM.MU
4283,FGVQ.MU
4284,FGVR.BE
4285,FGVR.DU
4286,FGVR.F
4287,FGVR.HM
4288,FGVR.MU
4289,FGVS.BE
4290,FGVS.DU
4291,FGVS.HM
4292,FGVS.MU
4293,FGVV.BE
4294,FGVV.DU
4295,FGVV.HM
4296,FGVV.MU
4297,FGVW.BE
4298,FGVW.DU
4299,FGVW.HA
4300,FGVW.HM
4301,FGVW.MU
4302,FGVX.BE
4303,FGVX.F
4304,FGVX.MU
4305,FGZA.BE
4306,FGZA.DU
4307,FGZA.F
4308,FGZA.HM
4309,FGZA.MU
4310,FGZB.BE
4311,FGZB.DU
4312,FGZB.HA
4313,FGZB.HM
4314,FGZB.MU
4315,FGZC.DU
4316,FGZC.F
4317,FGZE.DU
4318,FGZE.F
4319,FGZE.HM
4320,FGZF.BE
4321,FGZF.DU
4322,FGZF.HM
4323,FGZF.MU
4324,FGZG.BE
4325,FGZG.DU
4326,FGZG.HM
4327,FGZG.MU
4328,FGZH.HM
4329,FH41.DU
4330,FH4C.BE
4331,FH4C.HM
4332,FH4C.MU
4333,FH4H.BE
4334,FH4I.BE
4335,FH4I.DU
4336,FH4I.HM
4337,FH4I.MU
4338,FH4K.BE
4339,FH4R.BE
4340,FH4U.BE
4341,FH4U.DU
4342,FH4U.HM
4343,FH4U.MU
4344,FH4V.BE
4345,FH4V.DU
4346,FH4V.HM
4347,FH4V.MU
4348,FH4W.BE
4349,FH4W.DU
4350,FH4W.HM
4351,FH4W.MU
4352,FH4Y.BE
4353,FH52.BE
4354,FH52.MU
4355,FH53.BE
4356,FH53.F
4357,FH53.MU
4358,FH55.HM
4359,FH56.BE
4360,FH56.DU
4361,FH56.MU
4362,FH5D.F
4363,FH5D.MU
4364,FH5N.BE
4365,FH5N.DU
4366,FH5N.F
4367,FH5N.HM
4368,FH5N.MU
4369,FH5Q.BE
4370,FH5Q.DU
4371,FH5Q.HA
4372,FH5Q.HM
4373,FH5Q.MU
4374,FH5R.BE
4375,FH5R.DU
4376,FH5R.F
4377,FH5R.HA
4378,FH5R.HM
4379,FH5S.BE
4380,FH5S.DU
4381,FH5S.F
4382,FH5S.MU
4383,FH6C.BE
4384,FH6F.BE
4385,FH70.BE
4386,FH72.BE
4387,FH72.DU
4388,FH72.HM
4389,FH72.MU
4390,FH73.BE
4391,FH73.DU
4392,FH73.MU
4393,FH76.BE
4394,FH76.DU
4395,FH76.HM
4396,FH76.MU
4397,FH7A.BE
4398,FH7A.DU
4399,FH7A.HM
4400,FH7A.MU
4401,FH7F.BE
4402,FH7F.DU
4403,FH7F.F
4404,FH7F.HM
4405,FH7F.MU
4406,FH7J.BE
4407,FH7J.MU
4408,FH7K.BE
4409,FH7K.DU
4410,FH7K.F
4411,FH7K.MU
4412,FH7P.HM
4413,FH7T.BE
4414,FH7T.DU
4415,FH7T.F
4416,FH7T.HM
4417,FH7T.MU
4418,FH7U.HM
4419,FH7W.DU
4420,FH7W.MU
4421,FH7Y.BE
4422,FH7Y.MU
4423,FHC
4424,FHC-F.TO
4425,FHDA.BE
4426,FHDA.DU
4427,FHDA.F
4428,FHDA.HM
4429,FHDA.MU
4430,FHDC.BE
4431,FHDC.DU
4432,FHDC.MU
4433,FHDD.BE
4434,FHDD.DU
4435,FHDD.F
4436,FHDD.HM
4437,FHDD.MU
4438,FHDF.BE
4439,FHDF.DU
4440,FHDF.MU
4441,FHDH.HM
4442,FHDI.HM
4443,FHDI.MU
4444,FHDJ.BE
4445,FHDJ.DU
4446,FHDJ.F
4447,FHDJ.HM
4448,FHDJ.MU
4449,FHDK.BE
4450,FHDK.MU
4451,FHDN.BE
4452,FHDN.DU
4453,FHDN.HM
4454,FHDN.MU
4455,FHDP.HM
4456,FHDQ.BE
4457,FHDQ.DU
4458,FHDQ.HM
4459,FHDQ.MU
4460,FHDR.BE
4461,FHDR.DU
4462,FHDR.F
4463,FHDR.MU
4464,FHDS.BE
4465,FHDS.DU
4466,FHDS.F
4467,FHDS.MU
4468,FHDT.BE
4469,FHDT.DU
4470,FHDT.HM
4471,FHDT.MU
4472,FHDU.BE
4473,FHDU.DU
4474,FHDU.MU
4475,FHF.TO
4476,FHFA.BE
4477,FHFA.DU
4478,FHFA.F
4479,FHFA.HM
4480,FHFA.MU
4481,FHG-F.TO
4482,FHH-F.TO
4483,FHH.TO
4484,FHI-B.TO
4485,FHI.TO
4486,FHJA.BE
4487,FHJA.DU
4488,FHJA.F
4489,FHJA.HM
4490,FHJA.MU
4491,FHJB.BE
4492,FHJB.DU
4493,FHJB.F
4494,FHJB.HA
4495,FHJB.HM
4496,FHJB.MU
4497,FHJC.BE
4498,FHJC.DU
4499,FHJC.HM
4500,FHJC.MU
4501,FHJD.BE
4502,FHJD.DU
4503,FHJD.F
4504,FHJD.HA
4505,FHJD.HM
4506,FHKA.DU
4507,FHKA.F
4508,FHKB.MU
4509,FHKD.DU
4510,FHKD.F
4511,FHKD.HM
4512,FHKF.HM
4513,FHLC
4514,FHOA.DU
4515,FHOA.HM
4516,FHOB.DU
4517,FHOB.F
4518,FHOB.HM
4519,FHQ-F.TO
4520,FHQ.TO
4521,FHQA.BE
4522,FHQA.F
4523,FHQA.MU
4524,FHQB.BE
4525,FHQB.DU
4526,FHQB.F
4527,FHQB.MU
4528,FHQC.BE
4529,FHQC.F
4530,FHQC.MU
4531,FHQE.BE
4532,FHQE.DU
4533,FHQE.F
4534,FHQE.HA
4535,FHQE.HM
4536,FHQE.MU
4537,FHQG.BE
4538,FHQG.DU
4539,FHQG.F
4540,FHQG.HA
4541,FHQG.HM
4542,FHQG.MU
4543,FHQI.BE
4544,FHQI.DU
4545,FHQI.F
4546,FHQI.HA
4547,FHQI.HM
4548,FHQI.MU
4549,FHQJ.BE
4550,FHQJ.DU
4551,FHQJ.F
4552,FHQJ.HA
4553,FHQJ.HM
4554,FHQJ.MU
4555,FHQL.BE
4556,FHQL.DU
4557,FHQL.F
4558,FHQL.HA
4559,FHQL.HM
4560,FHQL.MU
4561,FHQN.BE
4562,FHQN.DU
4563,FHQN.HM
4564,FHQN.MU
4565,FHQP.BE
4566,FHQP.DU
4567,FHQP.F
4568,FHQP.MU
4569,FHQQ.BE
4570,FHQQ.DU
4571,FHQQ.F
4572,FHQQ.MU
4573,FHQR.BE
4574,FHQR.DU
4575,FHQR.F
4576,FHQR.HA
4577,FHQR.MU
4578,FHQS.BE
4579,FHQS.DU
4580,FHQS.MU
4581,FHQT.BE
4582,FHQT.DU
4583,FHQT.F
4584,FHQT.MU
4585,FHQU.BE
4586,FHQU.DU
4587,FHQU.F
4588,FHQU.HM
4589,FHQU.MU
4590,FHQV.BE
4591,FHQV.DU
4592,FHQV.F
4593,FHQV.HM
4594,FHQV.MU
4595,FHQX.HM
4596,FHQY.BE
4597,FHQY.MU
4598,FHTA.BE
4599,FHTA.DU
4600,FHTA.F
4601,FHTA.HM
4602,FHTA.MU
4603,FHTB.BE
4604,FHTB.DU
4605,FHTB.F
4606,FHTB.MU
4607,FHTC.BE
4608,FHTC.DU
4609,FHTC.F
4610,FHTC.HM
4611,FHTC.MU
4612,FHTE.BE
4613,FHTE.DU
4614,FHTE.F
4615,FHTE.HM
4616,FHTE.MU
4617,FHTF.BE
4618,FHTF.DU
4619,FHTF.HM
4620,FHTF.MU
4621,FHTG.DU
4622,FHTG.HM
4623,FHTG.MU
4624,FHTH.HM
4625,FHTI.BE
4626,FHTI.DU
4627,FHTI.F
4628,FHTI.HM
4629,FHTI.MU
4630,FHTJ.BE
4631,FHTJ.MU
4632,FHUA.BE
4633,FHUA.DU
4634,FHUA.F
4635,FHUA.HA
4636,FHUA.HM
4637,FHUA.MU
4638,FHUB.BE
4639,FHUB.DU
4640,FHUB.F
4641,FHUB.MU
4642,FHUC.BE
4643,FHUC.DU
4644,FHUC.F
4645,FHUC.HA
4646,FHUC.HM
4647,FHUC.MU
4648,FHUD.DU
4649,FHUD.F
4650,FHUF.BE
4651,FHUF.DU
4652,FHUF.F
4653,FHUF.HA
4654,FHUF.HM
4655,FHUF.MU
4656,FHUH.BE
4657,FHUH.DU
4658,FHUH.F
4659,FHUH.HA
4660,FHUH.HM
4661,FHUH.MU
4662,FHUJ.DU
4663,FHUJ.HM
4664,FHUK.BE
4665,FHUK.DU
4666,FHUK.F
4667,FHUK.HA
4668,FHUK.HM
4669,FHUK.MU
4670,FHUL.BE
4671,FHUL.DU
4672,FHUL.F
4673,FHUL.HM
4674,FHUL.MU
4675,FHUM.DU
4676,FHUM.F
4677,FHUM.HM
4678,FHUN.DU
4679,FHUN.F
4680,FHUN.HM
4681,FHUQ.BE
4682,FHUQ.DU
4683,FHUQ.F
4684,FHUQ.HA
4685,FHUQ.HM
4686,FHUQ.MU
4687,FHUR.BE
4688,FHUR.DU
4689,FHUR.F
4690,FHUR.HA
4691,FHUR.HM
4692,FHUR.MU
4693,FHUT.DU
4694,FHUT.F
4695,FHUT.MU
4696,FHUU.BE
4697,FHUU.DU
4698,FHUU.F
4699,FHUU.HM
4700,FHUU.MU
4701,FHUV.BE
4702,FHUV.DU
4703,FHUV.F
4704,FHUV.HM
4705,FHUV.MU
4706,FHUW.BE
4707,FHUW.DU
4708,FHUW.F
4709,FHUW.HM
4710,FHUW.MU
4711,FHUY.BE
4712,FHUY.MU
4713,FHUZ.HM
4714,FIBR
4715,FICS
4716,FID
4717,FIDI
4718,FIDU
4719,FIEE
4720,FIG-U.TO
4721,FIHD
4722,FILL
4723,FINBALFV.VS
4724,FIND.L
4725,FINEEBFV.VS
4726,FINRTSFV.VS
4727,FINSW.MI
4728,FINW.L
4729,FINX
4730,FINX.MX
4731,FISN
4732,FISR
4733,FITE
4734,FIVA
4735,FIVG
4736,FIVG.MX
4737,FIW
4738,FIWA.BE
4739,FIWB.BE
4740,FIWC.BE
4741,FIWD.BE
4742,FIWE.BE
4743,FIWF.BE
4744,FIWG.BE
4745,FIWH.BE
4746,FIWI.BE
4747,FIWJ.BE
4748,FIWK.MU
4749,FIWL.MU
4750,FIWM.MU
4751,FIWN.MU
4752,FIWP.BE
4753,FIWW.BE
4754,FIXD
4755,FIXD.NE
4756,FIYY
4757,FJ28.F
4758,FJ2D.BE
4759,FJ2D.HM
4760,FJ2D.MU
4761,FJ7C.DU
4762,FJ7C.HM
4763,FJ7C.MU
4764,FJ7E.HM
4765,FJAA.DU
4766,FJAA.F
4767,FJAA.HA
4768,FJAA.HM
4769,FJAA.MU
4770,FJAB.DU
4771,FJAB.F
4772,FJAB.HA
4773,FJAB.HM
4774,FJAC.HM
4775,FJAN
4776,FJF1.HM
4777,FJF1.MU
4778,FJFA.BE
4779,FJFA.DU
4780,FJFA.F
4781,FJFA.HM
4782,FJFA.MU
4783,FJFB.HM
4784,FJFC.BE
4785,FJFC.DU
4786,FJFC.F
4787,FJFD.BE
4788,FJFD.DU
4789,FJFD.F
4790,FJFD.MU
4791,FJFE.BE
4792,FJFE.DU
4793,FJFE.HM
4794,FJFE.MU
4795,FJFG.DU
4796,FJFG.F
4797,FJFG.HM
4798,FJFJ.BE
4799,FJFJ.DU
4800,FJFJ.F
4801,FJFJ.HM
4802,FJFJ.MU
4803,FJFL.BE
4804,FJFL.DU
4805,FJFL.HM
4806,FJFL.MU
4807,FJFN.HM
4808,FJFP.HM
4809,FJFQ.HM
4810,FJFR.HM
4811,FJFT.HA
4812,FJFT.HM
4813,FJFT.MU
4814,FJJ1.BE
4815,FJJ1.DU
4816,FJJ1.F
4817,FJJ1.HM
4818,FJJ1.MU
4819,FJJA.BE
4820,FJJA.DU
4821,FJJA.F
4822,FJJA.HM
4823,FJJA.MU
4824,FJJB.BE
4825,FJJB.DU
4826,FJJB.F
4827,FJJB.HM
4828,FJJB.MU
4829,FJNK
4830,FJP
4831,FJPR.DE
4832,FJPR.F
4833,FJPS.L
4834,FJPU.L
4835,FJR1.BE
4836,FJR1.DU
4837,FJR1.MU
4838,FJR5.BE
4839,FJR5.MU
4840,FJRA.BE
4841,FJRA.DU
4842,FJRA.F
4843,FJRA.HA
4844,FJRA.HM
4845,FJRA.MU
4846,FJRB.BE
4847,FJRB.DU
4848,FJRB.HA
4849,FJRB.HM
4850,FJRB.MU
4851,FJRC.BE
4852,FJRC.DU
4853,FJRC.F
4854,FJRC.HA
4855,FJRC.HM
4856,FJRC.MU
4857,FJRD.BE
4858,FJRD.DU
4859,FJRD.F
4860,FJRD.HA
4861,FJRD.HM
4862,FJRD.MU
4863,FJRE.BE
4864,FJRE.DU
4865,FJRE.F
4866,FJRE.HA
4867,FJRE.HM
4868,FJRE.MU
4869,FJRF.BE
4870,FJRF.DU
4871,FJRF.F
4872,FJRF.HA
4873,FJRF.HM
4874,FJRF.MU
4875,FJRG.BE
4876,FJRG.DU
4877,FJRG.F
4878,FJRG.HA
4879,FJRG.HM
4880,FJRG.MU
4881,FJRH.BE
4882,FJRH.DU
4883,FJRH.F
4884,FJRH.HA
4885,FJRH.HM
4886,FJRH.MU
4887,FJRI.BE
4888,FJRI.F
4889,FJRI.MU
4890,FJRJ.BE
4891,FJRJ.DU
4892,FJRJ.F
4893,FJRJ.HM
4894,FJRJ.MU
4895,FJRK.BE
4896,FJRK.DU
4897,FJRK.F
4898,FJRK.HM
4899,FJRK.MU
4900,FJRL.BE
4901,FJRL.DU
4902,FJRL.F
4903,FJRL.HA
4904,FJRL.HM
4905,FJRL.MU
4906,FJRM.BE
4907,FJRM.DU
4908,FJRM.F
4909,FJRM.HA
4910,FJRM.HM
4911,FJRM.MU
4912,FJRN.BE
4913,FJRN.DU
4914,FJRN.F
4915,FJRN.HM
4916,FJRN.MU
4917,FJRP.BE
4918,FJRP.DU
4919,FJRP.F
4920,FJRP.HA
4921,FJRP.HM
4922,FJRP.MU
4923,FJRQ.BE
4924,FJRQ.DU
4925,FJRQ.F
4926,FJRQ.HA
4927,FJRQ.HM
4928,FJRQ.MU
4929,FJRR.BE
4930,FJRR.DU
4931,FJRR.F
4932,FJRR.HA
4933,FJRR.HM
4934,FJRR.MU
4935,FJRS.BE
4936,FJRS.DU
4937,FJRS.HM
4938,FJRS.MU
4939,FJRT.HM
4940,FJRT.MU
4941,FJRU.BE
4942,FJRU.DU
4943,FJRU.HM
4944,FJRU.MU
4945,FJRV.BE
4946,FJRV.DU
4947,FJRV.F
4948,FJRV.HM
4949,FJRV.MU
4950,FJRW.BE
4951,FJRW.DU
4952,FJRW.F
4953,FJRW.HM
4954,FJRW.MU
4955,FJRX.BE
4956,FJRX.DU
4957,FJRX.F
4958,FJRX.MU
4959,FJRY.BE
4960,FJRY.DU
4961,FJRY.F
4962,FJRY.MU
4963,FJRZ.BE
4964,FJRZ.DU
4965,FJRZ.F
4966,FJRZ.HM
4967,FJRZ.MU
4968,FJUL
4969,FJUN
4970,FK4A.MU
4971,FK4B.BE
4972,FK4B.DU
4973,FK4B.HM
4974,FK4B.MU
4975,FK4E.BE
4976,FK4E.DU
4977,FK4E.HM
4978,FK4E.MU
4979,FK4F.BE
4980,FK4F.DU
4981,FK4F.HM
4982,FK4F.MU
4983,FK4G.DU
4984,FK4G.F
4985,FK4G.HM
4986,FK4H.BE
4987,FK4H.DU
4988,FK4H.HM
4989,FK4H.MU
4990,FK4J.MU
4991,FK4K.BE
4992,FK4K.DU
4993,FK4K.HM
4994,FK4K.MU
4995,FK4L.F
4996,FK4M.BE
4997,FK4M.DU
4998,FK4M.F
4999,FK4M.HM
5000,FK4M.MU
5001,FK82.F
5002,FK82.MU
5003,FK83.BE
5004,FK83.DU
5005,FK83.F
5006,FK83.HM
5007,FK83.MU
5008,FK84.BE
5009,FK84.DU
5010,FK84.F
5011,FK84.HM
5012,FK84.MU
5013,FK87.F
5014,FK8D.F
5015,FK8E.F
5016,FK8F.BE
5017,FK8F.DU
5018,FK8F.F
5019,FK8F.HM
5020,FK8F.MU
5021,FK8M.F
5022,FK8P.BE
5023,FK8P.DU
5024,FK8P.MU
5025,FK8U.F
5026,FK8W.DU
5027,FK9B.F
5028,FK9C.F
5029,FKNC.BE
5030,FKNC.F
5031,FKNC.MU
5032,FKND.BE
5033,FKND.DU
5034,FKND.F
5035,FKND.HA
5036,FKND.HM
5037,FKND.MU
5038,FKNE.BE
5039,FKNE.F
5040,FKNE.MU
5041,FKNK.BE
5042,FKNK.DU
5043,FKNK.F
5044,FKNK.HA
5045,FKNK.HM
5046,FKNK.MU
5047,FKNR.BE
5048,FKNR.DU
5049,FKNR.F
5050,FKNR.HM
5051,FKNR.MU
5052,FKNU.BE
5053,FKNU.DU
5054,FKNU.F
5055,FKNU.HM
5056,FKNU.MU
5057,FKNY.BE
5058,FKNY.DU
5059,FKNY.F
5060,FKNY.HM
5061,FKNY.MU
5062,FKNZ.BE
5063,FKNZ.DU
5064,FKNZ.HM
5065,FKNZ.MU
5066,FKQ6.BE
5067,FKQ6.F
5068,FKQ6.HM
5069,FKQA.HM
5070,FKQA.MU
5071,FKQU.BE
5072,FKQU.DU
5073,FKQU.MU
5074,FKQV.BE
5075,FKQV.DU
5076,FKQV.MU
5077,FKQW.BE
5078,FKQW.DU
5079,FKQW.F
5080,FKQW.MU
5081,FKQX.BE
5082,FKQX.DU
5083,FKQX.F
5084,FKQX.MU
5085,FKQY.BE
5086,FKQY.DU
5087,FKQY.MU
5088,FKQZ.BE
5089,FKTA.BE
5090,FKTA.DU
5091,FKTA.HM
5092,FKTA.MU
5093,FKTF.BE
5094,FKTF.DU
5095,FKTF.F
